,index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
1139,Unnamed: 1139,3,4/12:00,Thursday,Male,30,12th,Truck I,Isuzu truck,3-24070 A M,2011,Hagere selam,2012,Failure to give priority to pedestrians,Serious injury,70,Farmer,1,0,1
1140,Unnamed: 1140,3,7/17:00,Sunday,Male,36,12th,Public transport I,Toyota pickup,2-52104 A.A,2011,Dejen,2012,Slipped,Serious injury,85,Housewife,1,0,1
1141,Unnamed: 1141,3,8/09:00,Monday,Male,25,10th,Taxi I,Bajaj,1-37337 A M,2011,D/Markos,2012,Speed,Simple injury,46,Civil servant,1,1,0
1142,Unnamed: 1142,3,9/05:30,Tuesday,Male,25,10th,Taxi I,Bajaj,1-07821 AM,2011,Dejen,2012,Speed,Simple injury,34,Farmer,1,1,0
1143,Unnamed: 1143,3,11/19:00,Thursday,Male,32,12th,Truck I,Lifan,3-18529 A M,2011,Fendeka,2012,Failure to give priority to pedestrians,Death,65,Farmer,1,1,0
1144,Unnamed: 1144,3,13/17:00,Saturday,Male,40,10th,Public transport I,Minibus,3-08595 A M,2011,Wonka,2012,Technical problem,Death,37,Housewife,1,0,1
1145,Unnamed: 1145,3,16/12:30,Tuesday,Male,34,Degree,Public transport I,Boxer Motor,2-8047 A M,2011,Nefasam,2012,Speed,Death,20,Job seeker,1,1,0
1146,Unnamed: 1146,3,18/19:00,Friday,Male,29,10th,Public transport I,Minibus,3 - 10683 A M,2011,Enarg enawga,2012,Speed,Death,25,Farmer,1,1,0
1147,Unnamed: 1147,3,23/10:00,Wednesday,Male,28,10th,Truck I,Isuzu truck,3-33114 A A,2011,D/Markos,2012,Speed,Serious injury,70,Unemployed,1,1,0
1148,Unnamed: 1148,3,24/15:00,Thursday,Male,24,10th,Public transport I,Public FSR,3-08574 A M,2011,Basoliben,2012,Slipped,Death,40,Farmer,1,1,0
1149,Unnamed: 1149,3,27/09:30,Sunday,Male,27,10th,Taxi I,Bajaj,1-33247 A M,2011,Rob gebeya,2012,Speed,Simple Injury,20,Student,1,1,0
1150,Unnamed: 1150,3,29/09:00,Tuesday,Male,31,10th,Taxi I,Bajaj,1-33450 A M,2011,Enebse,2012,Speed,Simple Injury,28,Civil servant,1,1,0
1151,Unnamed: 1151,4,08/17:00,Wednesday,Male,29,10th,Public transport I,Dolphin,3-24740 A M,2011,Enarj enawega,2012,Failure to yield the right of way for other vehicle,Death,7,Student,1,1,0
1152,Unnamed: 1152,4,10/13:00,Friday,Male,32,10th,Taxi I ,Force Bajaj,1-15057 A M,2011,D/Markos,2012,Drunk driving,Simple Injury,30,Merchant,1,0,1
1153,Unnamed: 1153,4,11/12:00,Saturday,Male,37,10+3,Truck II,FSR,3-04591 E T,2011,D/Markos,2012,Fatigue,Serious Injury,85,Pensioner,1,1,0
1154,Unnamed: 1154,4,15/19:00,Wednesday,Male,30,Diploma,Public transport II,Tata bus,3-13697 E T,2011,Basoliben,2012,Carelessness,Death,55,Farmer,1,1,0
1155,Unnamed: 1155,4,16/07:00,Thursday,Male,37,10th,Public transport I,Public Isuzu,3-24382 A M,2011,Hulet eju,2012,Incorrect U-turn,Serious Injury,60,Merchant,1,1,0
1156,Unnamed: 1156,4,19/10:00,Sunday,Male,27,10th,Truck I,Truck Isuzu,3-14168 A M,2011,Fendeka,2012,Speed,Death,20,Student,1,1,0
1157,Unnamed: 1157,4,22/16:30,Wednesday,Male,28,8th,Truck I,Truck Isuzu ,3-34884 A A,2011,Amanuel,2012,Reckless driving,Simple Injury,11,Student,1,1,0
1158,Unnamed: 1158,4,24/09:30,Friday,Male,24,12th,Truck III,Iveco Trucker,3-26432 E T,2011,Bichena,2012,Speed,Death,22,Student,1,1,0
1159,Unnamed: 1159,4,25/23:00,Saturday,Male,25,10th,Public transport II,Bus,4-04731 A M,2011,Gudalema,2012,Fatigue,Serious Injury,27,Farmer,1,1,0
1160,Unnamed: 1160,4,29/16:00,Wednesday,Male,29,Degree,Public transport I,Hilux double cap,4-04593 A M,2011,Lumame,2012,Speed,Simple injury,19,Wood worker,1,1,0
1161,Unnamed: 1161,4,30/15:30,Thursday,Male,26,10th,Truck I,Truck Isuzu,3-56530 A A,2011,Amber,2012,Speed,Death,75,Farmer,1,1,0
1162,Unnamed: 1162,4,30/16:00,Thursday,Male,36,10th,Public transport I,Truck,3-17643 A M,2011,Sede,2012,Speed,Serious injury,32,House wife,1,0,1
1163,Unnamed: 1163,4,30/18:30,Thursday,Male,35,10th,Public transport I,Minibus,3-39851 A M,2011,Motta,2012,Incorrect U-turn,Death,65,Security,1,1,0
1164,Unnamed: 1164,4,30/19:30,Thursday,Male,25,12th,Public transport I,Public isuzu,3-90056 A M,2011,D/Elias,2012,Failure to give priority to pedestrians,Death,25,Farmer,1,1,0
1165,Unnamed: 1165,4,30/20:00,Thursday,Male,32,10th,Public transport I,Public isuzu,3-11262 A M,2011,Amanuel,2012,Speed,Death,30,Student,1,1,0
1166,Unnamed: 1166,5,1/10:00,Friday,Male,30,10th,Taxi I,Bajaj,1-23405 A M,2011,Yetnora,2012,Speed,Simple injury,24,Job seeker,1,0,1
1167,Unnamed: 1167,5,1/14:00,Friday,Male,38,6th,Public transport I,Public isuzu,3-24075 A M,2011,Goncha,2012,Speed,Death,45/5,House wife/student,2,1,1
1168,Unnamed: 1168,5,1/18:30,Friday,Male,34,Diploma,First driver license,Motor bicycle,2-1342 A M,2011,Adis alem,2012,Incorrect overtaking,Serious injury,75,Farmer,1,1,0
1169,Unnamed: 1169,5,1/19:30,Friday,Male,34,10th,Truck III,UD trucker,3-21473 E T,2011,Debay telat,2012,Technical problem,Simple injury,40/25,Driver/car attendant,2,2,0
1170,Unnamed: 1170,5,2/10:00,Saturday,Male,28,10th,Public transport I,Public isuzu,3-57445A M,2011,Telma,2012,Reckless driving,Serious injury,83,Farmer,1,1,0
1171,Unnamed: 1171,5,2/12:30,Saturday,Male,28,10th,Public transport I,Public isuzu,3-24094 A M,2011,Amber,2012,Speed,Death,22,Student,1,1,0
1172,Unnamed: 1172,5,2/14:00,Saturday,Male,34,10th,Public transport I,Public isuzu,3-42593 A M,2011,Shafod gaguma,2012,Speed,Death,24,Farmer,1,1,0
1173,Unnamed: 1173,5,2/15:00,Saturday,Male,26,10th,Public transport I,Abadula,3-24505 A M,2011,Debre work,2012,Failure to give priority to pedestrians,Serious injury,20,Farmer,1,0,1
1174,Unnamed: 1174,5,3/07:30,Sunday,Male,31,10th,Public transport II,Bus,3-49451 A A,2011,Wonka,2012,Carelessness,Serious Injury,25,Farmer,1,1,0
1175,Unnamed: 1175,5,3/08:00,Sunday,Male,41,6th,Public transport II,Abay bus,3-07090 A A,2011,D/Markos,2012,Failure to give priority to pedestrians,Simple Injury,45,Daily worker,1,1,0
1176,Unnamed: 1176,5,8/06:00,Friday,Male,27,10th,Taxi I,Bajaj,1-15852 A M,2011,D/Markos,2012,Speed,Serious Injury ,39/46/40,Daily workers,3,2,1
1177,Unnamed: 1177,5,11/18:30,Monday,Male,21,10th,Taxi I,Bajaj,1-12087 A M,2011,D/Markos,2012,Incorrcet overtaking ,Death,35,Housewife,1,0,1
1178,Unnamed: 1178,5,14/17:30,Thursday,Male,22,10th,Truck I,Dolphin,3-12498 A M,2011,Zemeten,2012,Incorrcet U-turn,Death ,65,Farmer,1,1,0
1179,Unnamed: 1179,5,20/21:00,Wednesday,Male,28,10+2,Truck I,Isuzu Truck,3-42377 A A,2011,D/Markos,2012,Speed,Serious Injury,31,Car attendant,1,1,0
1180,Unnamed: 1180,5,24/14:30,Sunday,Male,34,10th,Public transport I,Isuzu Truck,3-96857 A A,2011,Wonka,2012,Incorrect overtaking ,Serious Injury,55,Farmer,1,1,0
1181,Unnamed: 1181,5,27/01:00,Wednesday,Male,25,10th,Truck II,FSR,3-95717 A A,2011,Chemoga,2012,Speed,Death,26,Driver,1,1,0
1182,Unnamed: 1182,5,29/08:30,Friday,Male,28,Unkown,Truck I,Isuzu truck,3-23819 A M,2011,Woyen wuha,2012,Incorrect overtaking ,Simple Injury,18/24,Student / Mason,2,2,0
1183,Unnamed: 1183,5,30/11:00,Saturday,Male,23,10th,Public transport I,Public isuzu,3-10983 A M,2010,Debay telat,2012,Technical problem,Death,26,Driver,1,1,0
1184,Unnamed: 1184,5,30/14:25,Saturday,Male,35,Degree,Public transport I,Hilux toyota,3-59873 A A,2010,D/Markos,2012,Speed,Death,20,Student,1,0,1
1185,Unnamed: 1185,5,30/15:30,Saturday,Male,28,8th,Public transport I,Public isuzu,3-20934 A M,2010, Amanuel,2012,Carelessness,Death,52,Farmer,1,1,0
1186,Unnamed: 1186,5,30/19:00,Saturday,Male,24,10th,Public transport I,Public isuzu,3-98054 A M,2010,Bichena,2012,Failure to give priority to pedestrians,Death,60,House wife,1,0,1
1187,Unnamed: 1187,6,1/11:00,Sunday,Male,21,10th,Public transport I,Isuzu truck,3-13654 A M,2010,Amanuel,2012,Speed,Serious injury,32,Farmer,1,1,0
1188,Unnamed: 1188,6,1/11:25,Sunday,Male,32,Diploma,Public transport I,Isuzu truck,3-24098A A,2010,Debre work,2012,Fatigue,Simple,26,Driver,1,1,0
1189,Unnamed: 1189,6,1/13:00,Sunday,Male,41,10th,Public transport I,Abadula,3-76508 A M,2010,Amber,2012,Incoorect U-turn,Death,46,Farmer,1,1,0
1190,Unnamed: 1190,6,2/12:00,Monday,Male,28,11th,Truck II,Isuzu truck,2-09742 A M,2010,Yejube,2012,Speed,Death,52,Car attendant,1,1,0
1191,Unnamed: 1191,6,2/14:00,Monday,Male,25,10th,Public transport I,Minibus,3-28080 A M,2010,Lumame,2012,Bad weathercondition,Death/serious injury,27/25,Farmer/Teacher,2,2,0
1192,Unnamed: 1192,6,2/17:00,Monday,Male,26,10th,Public transport I,Toyota,3-69830 A M,2010,Felege berhan,2012,Fatigue,Serious injury,59,Unemployed,1,0,1
1193,Unnamed: 1193,6,6/22:00,Friday,Male,22,10th,Truck II,FSR,3-95579 A M,2011,Wojel,2012,Fatigue,Serious injury,25,Driver,1,1,0
1194,Unnamed: 1194,6,11/10:00,Wednesday,Male,30,8th,Taxi I,Force bajaj,1-21121 A M,2011,D/Markos,2012,Carelessness,Simple injury,40,Traffic,1,1,0
1195,Unnamed: 1195,6,17/16:00,Tuesday,Male,29,12th,Public transport I,Isuzu Truck,3-15484 A M,2011,Shafod gaguma,2012,Speed,Serious Injury,21,Barber,1,1,0
1196,Unnamed: 1196,6,20/09:00,Friday,Male,28,Diploma,Public transport I,Abadula,3-20922 A M,2011,Amanuel,2012,Failure to give priority to pedestrians,Death,27,Civil servant,1,1,0
1197,Unnamed: 1197,6,21/11:30,Saturday,Male,22,10th,Public transport I,Isuzu Truck,3-87941 A M,2011,Bichena,2012,Incorrect U-turn,Death,15,student,1,1,0
1198,Unnamed: 1198,6,22/11:30,Sunday,Male,21,10th,Taxi I,Bajaj,1-12097 A M,2011,Libanos,2012,Incorrcet overtaking ,Simple injury,35,Housewife,1,0,1
1199,Unnamed: 1199,6,22/17:30,Sunday,Male,32,10th,Truck I,Dolphin,3-14398 A M,2011,Yetmen,2012,Incorrcet U-turn,Death ,33,Farmer,1,1,0
1200,Unnamed: 1200,6,23/21:00,Monday,Male,28,10+2,Truck I,Isuzu Truck,3-25477 A A,2011,Lumame,2012,Speed,Serious Injury,31,Car attendant,1,1,0
1201,Unnamed: 1201,6,23/12:30,Monday,Male,34,10th,Public transport I,Isuzu Truck,3-36557 A A,2011,Wubie nechefo,2012,Incorrect overtaking ,Serious Injury,54,Farmer,1,1,0
1202,Unnamed: 1202,6,24/15:00,Tuesday,Male,65,10th,Truck II,FSR,3-20917 A A,2011,Wonka,2012,Speed,Death,32,Driver,1,1,0
1203,Unnamed: 1203,6,25/18:30,Wednesday,Male,32,12th,Truck I,Isuzu truck,3-19819 A M,2011,Gudalema,2012,Incorrect overtaking ,Simple Injury,18/24,Student / Mason,2,2,0
1204,Unnamed: 1204,6,26/13:00,Thursday,Male,24,10th,Public transport I ,Public Isuzu,3-19894 A M,2011,Telma,2012,Speed,Serious  injury,27/2,Teacher/unemployed,2,1,1
1205,Unnamed: 1205,6,26/15:00,Thursday,Male,43,10th,Truck II,FSR,3-54579 A M,2011,Chemoga,2012,Fatigue,Simple injury,25,Driver,1,1,0
1206,Unnamed: 1206,6,26/18:00,Thursday,Male,30,10th,Taxi I,Force bajaj,1-87921 A M,2011,Wonka,2012,Carelessness,Simple injury,40,Police,1,1,0
1207,Unnamed: 1207,6,27/10:00,Friday,Male,24,12th,Public transport I,Isuzu Truck,3-14324 A M,2011,Wubie nechefo,2012,Speed,Serious Injury,32,Barber,1,1,0
1208,Unnamed: 1208,6,27/11:00,Friday,Male,28,Degree,Public transport I,Abadula,3-31652 A M,2011,Hagere hiwot,2012,Failure to give priority to pedestrians,Death,27,Civil servant,1,1,0
1209,Unnamed: 1209,6,27/11:30,Friday,Male,22,10th,Public transport I,Isuzu Truck,3-18433 A M,2011,Debay telat,2012,Incorrect U-turn,Death,15,student,1,0,1
1210,Unnamed: 1210,6,28/09:00,Saturday,Male,31,Diploma,Truck II,Sinotruk,3-16504 A M,2011,Digotsion,2012,Technical problem,Death,20/9,Student/Student,2,2,0
1211,Unnamed: 1211,6,28/18:15,Saturday,Male,23,10th,Public transport II,Tata Bus,3-76767 E T,2011,Robgebya,2012,Speed,Serious Injury,70,Farmer,1,1,0
1212,Unnamed: 1212,6,29/10:00,Sunday,Male,23,8th,Truck I,Obama Isuzu,3-26513 A M,2011,D/elias,2012,Slipped,Death,36,Teacher,1,0,1
1213,Unnamed: 1213,6,29/13:00,Sunday,Male,33,10th,Truck II,Sinotruk,3-28760 A M,2011,Gendewoyen,2012,Speed,Death,25,Farmer,1,0,1
1214,Unnamed: 1214,6,30/14:00,Monday,Male,34,8th,Truck II,FSR,3-27652 A A,2011,Telma,2012,Reckless driving,Death,44,Unemployed,1,0,1
1215,Unnamed: 1215,6,30/16:00,Monday,Male,39,10th,Public transport I,Dolphin,3-20993 E T,2011,Hagere selam,2012,Failure to give priority to pedestrians,Death,58,Farmer,1,1,0
1216,Unnamed: 1216,7,1/08:00,Tuesday,Male,22,10th,Public transport I,Public Isuzu,3-98494 A M,2011,D/Elias,2012,Technical problem,Death,46,Farmer,1,1,0
1217,Unnamed: 1217,7,1/10:30,Tuesday,Male,28,10th,Public transport I,Minibus,3-30324 A A,2011,D/work,2012,Speed,Death,46,Priest,1,1,0
1218,Unnamed: 1218,7,1/16:30,Tuesday,Male,23,12th,Truck I,Land Cruiser,3-25431 E T,2011,Woyenema,2012,Speed,Death,29,Farmer,1,0,1
1219,Unnamed: 1219,7,2/13:00,Wednesday,Male,36,10th,Truck I,Isuzu truck,3-15432 A A,2011,Debre gubaye,2012,Technical problem,Death,54,Driver,1,1,0
1220,Unnamed: 1220,7,2/15:00,Wednesday,Male,26,10th,Public transport I,Public isuzu,3-10945 A M,2011,Debay telat,2012,Speed,Death,22,Daily worker,1,1,0
1221,Unnamed: 1221,7,3/6:45,Thursday,Male,30,10th,Public transport I,Public isuzu,3-35482 A M,2011,Chemoga,2012,Reckless driving,Serious injury,39,Car attendant,1,1,0
1222,Unnamed: 1222,7,3/11:00,Thursday,Male,26,10th,Truck II,FSR,3-18774 A M,2011,Mergech,2012,Speed,Simple injury,65,Farmer,1,1,0
1223,Unnamed: 1223,7,3/16:30,Thursday,Male,25,11th,Public transport II,Obama Isuzu,3-10932 A A,2011,Libanos,2012,Speed,Death,25,Driver,1,1,0
1224,Unnamed: 1224,7,4/11:00,Friday,Male,20,10+3,Public transport I,5L minibus,3-18797 A M,2011,Keranyo,2012,Speed,Simple injury/ Death,30/35,Garage workers,2,2,0
1225,Unnamed: 1225,7,4/16:00,Friday,Male,30,10th,Truck III,Land crusier,3-13273 E T,2011,Shafod gaguma,2012,Fatigue,Death,30/25,Driver/car attendant,2,2,0
1226,Unnamed: 1226,7,4/17:15,Friday,Male,32,10th,Public transport I,Haylux,3-24388 A M,2011,Yetnora,2012,Incorrect overtaking,Death,14,Student,1,0,1
1227,Unnamed: 1227,7,4/18:30,Friday,Male,36,10th,Public transport I,Public isuzu,3-10952 A M,2011,Telma,2012,Reckless driving,Death,8,Student,1,1,0
1228,Unnamed: 1228,7,5/06:15,Saturday,Male,25,10th,Truck II,FSR,3-13434 A A,2011,Woyenema,2012,Speed,Serious injury/Death,23/14,Farmer/student,2,2,0
1229,Unnamed: 1229,7,5/12:00,Saturday,Male,29,10+3,Taxi I,Bajaj,1-13546 A M,2011,D/elias,2012,Carelessness,Simple injury,14,Student,1,0,1
1230,Unnamed: 1230,7,5/17:00,Saturday,Male,39,10th,Public transport I,Public isuzu,3-20987 A M,2011,Robgebeya,2012,Reckless driving,Death,15,student,1,1,0
1231,Unnamed: 1231,7,6/15:00,Sunday,Male,28,10th,Sinotruk,Truck II,3-39847 A M,2011,Mergech,2012,Sudden turn,Death,37,Farmer,1,1,0
1232,Unnamed: 1232,7,6/18:00,Sunday,Male,27,10th,Public transport I,Public isuzu,3-13980 A M,2011,Lumame,2012,Speed,Death,4,Unemployed,1,1,0
1233,Unnamed: 1233,7,6/15:00,Sunday,Male,31,Diploma,Truck II,Sinotruk,3-34794 A M,2011,Robgebya,2012,Technical problem,Death,20/9,Student/Student,2,2,0
1234,Unnamed: 1234,7,8/08:15,Tuesday,Male,27,12th,Public transport II,Ethio Bus,3-A02867 E T,2011,Mota,2012,Speed,Serious Injury,70,Farmer,1,1,0
1235,Unnamed: 1235,7,9/10:00,Wednesday,Male,23,8th,Truck I,Obama Isuzu,3-32553 A M,2011,Amanuel,2012,Slipped,Death,50,Teacher,1,0,1
1236,Unnamed: 1236,7,15/13:00,Tuesday,Male,28,10th,Truck II,Sinotruk,3-51260 A M,2011,Merto lemariam,2012,Speed,Death,45,Farmer,1,0,1
1237,Unnamed: 1237,7,20/17:00,Sunday,Male,34,8th,Truck II,FSR,3-45352 A A,2011,Dibesa,2012,Reckless driving,Death,4,Unemployed,1,0,1
1238,Unnamed: 1238,7,22/12:00,Tuesday,Male,39,10th,Public transport I,Dolphin,3-30903 O R,2011,Lumame,2012,Failure to give priority to pedestrians,Death,58,Farmer,1,1,0
1239,Unnamed: 1239,7,26/14:00,Saterday,Male,22,10th,Public transport I,Public Isuzu,3-06494 A M,2011,D/Elias,2012,Technical problem,Death,46,Farmer,1,1,0
1240,Unnamed: 1240,7,28/17:30,Monday,Male,28,10th,Public transport I,Minibus,3-30296 O R,2011,Amanuel,2012,Speed,Death,46,Priest,1,1,0
1241,Unnamed: 1241,7,30/06:30,Wednesday,Male,34,12th,Truck I,Land Cruiser,3-84931 E T,2011,Gonch,2012,Speed,Death,55,Farmer,1,1,0
1242,Unnamed: 1242,8,6/16:00,Tuesday,Male,28,10th,Truck I,Isuzu truck,3-44932 A A,2011,Hagere selam,2012,Technical problem,Death,28,Driver,1,1,0
1243,Unnamed: 1243,8,7/9:00,Wednesday,Male,21,10th,Public transport I,Public isuzu,3-00445 A M,2011,D/Elias,2012,Speed,Death,18,Daily worker,1,1,0
1244,Unnamed: 1244,8,8/6:45,Thursday,Male,30,8th,Public transport I,Public isuzu,3-10482 A M,2011,Wonka,2012,Reckless driving,Serious injury,27,Car attendant,1,1,0
1245,Unnamed: 1245,8,10/4:00,Saturday,Male,38,10th,Truck II,FSR,3-34444 A M,2011,Nefasam,2012,Speed,Serious injury,65,Farmer,1,1,0
1246,Unnamed: 1246,8,11/9:30,Sunday,Male,25,12th,Public transport II,Obama Isuzu,3-34683 A A,2011,Amanuel,2012,Speed,Death,25,Driver,1,1,0
1247,Unnamed: 1247,8,12/16:40,Monday,Male,35,10th,Public transport I,Public isuzu,3-12329 A M,2011,Dejen,2012,Speed,Serious injury,43,Farmer,1,1,0
1248,Unnamed: 1248,8,12/20:30,Monday,Male,44,10th,Taxi I,Froce bajaj,1-42840 A M,2011,Wonka,2012,Failure to give priority to pedestrians,Simple Injury,21,Student,1,0,1
1249,Unnamed: 1249,8,13/06:00,Tuesday,Male,25,11th,Public transport I,Public isuzu,3-43463 A A,2011,Yetnora,2012,Speed,Death,56,Farmer,1,1,0
1250,Unnamed: 1250,8,14/11:00,Wednesday,Male,44,10th,Public transport I,Minibus,3-34562 E T,2011,Adis alem,2012,Carelessness,Death,22,Student,1,0,1
1251,Unnamed: 1251,8,14/13:30,Wednesday,Male,35,10th,Truck I,Isuzu truck,3-132350 A A,2011,Sege,2012,Speed,Death,45,Farmer,1,1,0
1252,Unnamed: 1252,8,19/15:30,Monday,Male,31,10th,Truck III,UD trucker,3-33321 E T,2011,Gendewoyen,2012,Technical problem,Simple injury,31/25,Driver/car attendant,2,2,0
1253,Unnamed: 1253,8,25/18:00,Sunday,Male,37,Diploma,Truck III,Iveco truck,3-20314 E T,2011,Shafod gaguma,2012,Bad weather condition,Death,40,Farmer,1,0,1
1254,Unnamed: 1254,9,1/20:00,Saturday,Male,25,12th,Truck I,Isuzu truck,3-12350 A M,2011,Hagere hiwot,2012,Speed,Death,24,Deacon,1,1,0
1255,Unnamed: 1255,9,2/07:30,Sunday,Male,29,10th,Truck I,isuzu truck,3-14598 A A,2011,Zemeten,2012,Technical problem,Death,37,Mechanic,1,1,0
1256,Unnamed: 1256,9,2/11:00,Sunday,Male,32,10th,Truck I,Isuzu truck,3-24304 A M,2011,Libanos,2012,Reckless driving,Simple injury,21,Student,1,1,0
1257,Unnamed: 1257,9,10/14:00,Sunday,Male,23,10th,Public transport I,Minibus Taxi,3-12348 A M,2011,Wojel,2012,Technical problem,Death,27,Housewife,1,0,1
1258,Unnamed: 1258,9,12/15:30,Tuesday,Male,34,10th,Public transport I,Boxer Motor,2-1330 A M,2011,Lumame,2012,Speed,Death,20,Merchant,1,0,1
1259,Unnamed: 1259,9,13/10:00,Wednesday,Male,22,10th,Public transport I,FSR ,3 - 21232 A M,2011,Telma,2012,Speed,Death,25,Farmer,1,1,0
1260,Unnamed: 1260,9,13/11:00,Wednesday,Male,18,10th,Truck I,Isuzu truck,3-20984 A A,2011,D/Markos,2012,Speed,Serious injury,29,Unemployed,1,1,0
1261,Unnamed: 1261,9,13/17:00,Wednesday,Male,38,10th,Public transport I,Public FSR,3-27571 A M,2011,Yetnora,2012,Slipped,Death,23,Farmer,1,1,0
1262,Unnamed: 1262,9,14/15:30,Thursday,Male,27,10th,Taxi I,Bajaj,1-25302 A M,2011,D/markos,2012,Speed,Simple Injury,10,Student,1,1,0
1263,Unnamed: 1263,9,14/16:30,Thursday,Male,24,12th,Taxi I,Bajaj,1-23471 A M,2011,Chemoga,2012,Speed,Simple Injury,28,Civil servant,1,0,1
1264,Unnamed: 1264,9,14/11:00,Thursday,Male,23,Diploma,Truck I,Lifan,3-50971 A M,2011,Amanuel,2012,Failure to give priority to pedestrians,Death,71,Farmer,1,0,1
1265,Unnamed: 1265,9,14/17:00,Thursday,Male,45,10th,Public transport I,Dolphin,3-15343 A M,2011,Amber,2012,Failure to yield the right of way for other vehicle,Death,23,Student,1,0,1
1266,Unnamed: 1266,9,15/06:00,Friday,Male,26,10th,Truck II,FSR truck,3-14047 A A,2011,D/markos,2012,Speed,Death,26,Driver,1,1,0
1267,Unnamed: 1267,9,29/08:30,Friday,Male,28,12th,Truck I,Isuzu truck,3-253480A M,2011,Debay telat,2012,Incorrect overtaking ,Simple Injury,18/24,Student / Mason,2,2,0
1268,Unnamed: 1268,10,1/11:00,Monday,Male,38,10+3,Public transport I,5L,3-06987 A M,2012,Hebre selam,2012,Speed,Serious injury/ Death,30/35,Federal police,2,2,0
1269,Unnamed: 1269,10,1/10:30,Monday,Male,29,10th,Truck I,land crusier,1-49898 A M,2011,yewula,2011,Failure to give priority to pedestrians,Simple Injury,53,Farmer,1,0,1
1270,Unnamed: 1270,10,2/14:00,Tuesday,Male,21,10th,Public transport I,vitez,2-37615 A A,2011,adis alem,2011,Speed,Death,32,Nurse,1,0,1
1271,Unnamed: 1271,10,11/19:00,Thursday,Male,35,10th,Public transport I,tat bus,3-40918 E T,2011,d/work,2011,Carelessness,Death,12,student,1,0,1
1272,Unnamed: 1272,10,12/10:30,Friday,Male,39,10th,Truck II,UD truck,3-87048 A A,2011,bichena,2011,Speed,Serious injury,54,Farmer,1,1,0
1273,Unnamed: 1273,10,12/17:30,Friday,Male,33,10th,Truck II,Iveco trucker,3-50969 E T,2011,woynema,2011,Technical problem,Simple injury,40,Driver,1,1,0
1274,Unnamed: 1274,10,13/12:00,Saturday,Male,37,12th,Truck III,FSR truck,3-38755 E T,2011,motta,2011,Bad weather condition,Death,40,Farmer,1,0,1
1275,Unnamed: 1275,10,14/13:00,Sunday,Male,31,10th,Truck II,Isuzu truck,3-09836 A M,2011,wubie nechefo,2011,Speed,Death,25,house woker,1,1,0
1276,Unnamed: 1276,10,15/14:30,Monday,Male,43,10th,Truck II,ISUZU truck,3-34336 A A,2011,yetmen,2011,Carelessness,Simple injury,32,Mechanic,1,1,0
1277,Unnamed: 1277,10,19/13:00,Friday,Male,48,10th,Truck I,Isuzu truck,3-60545 A M,2011,hagere selam,2011,Reckless driving,Simple injury,21,Student,1,1,0
1278,Unnamed: 1278,10,23/14:00,Tuesday,Male,31,10th,Public transport I,DOLPHIN,3-67683 A M,2011,shafod gaguma,2011,Technical problem,Death,54,Housewife,1,0,1
1279,Unnamed: 1279,10,26/18:30,Friday,Male,36,12th,Public transport I,obama isuzu ,2-26547 A M,2011,wuger,2011,Speed,Death,32,Farmer,1,0,1
1280,Unnamed: 1280,10,27/11:20,Saturday,Male,35,10th,Public transport I,TAXI,1-98075 A M,2011,debay telat,2011,Speed,Death,25,Farmer,1,1,0
1281,Unnamed: 1281,10,28/16:00,Sunday,Male,39,10th,Truck I,FSR,3-47650 A A,2011,d/work,2011,Speed,Serious injury,23,Unemployed,1,1,0
1282,Unnamed: 1282,10,29/17:00,Monday,Male,34,10th,Public transport I,Yaris,2-36540 A M,2011,gendewoyen,2011,Slipped,Death,56,Engineer,1,1,0
1283,Unnamed: 1283,10,29/14:30,Monday,Male,38,10th,Taxi I,Bajaj,1-02097 A M,2011,chemoga,2011,Speed,Serious Injury,14,Student,1,0,1
1284,Unnamed: 1284,10,30/18:30,Tuesday,Male,36,diploma,Truck I,Isuzu truck,1-29802 A M,2011,addis alem,2011,Speed,Simple Injury,28,Civil servant,1,0,1
1285,Unnamed: 1285,10,30/18:30,Tuesday,Male,37,11th,Truck I,Sino truck,3-04332A M,2011,hagere selam,2011,Failure to give priority to pedestrians,Death,32,House wife,1,0,1
1286,Unnamed: 1286,11,1/21:00,Wednesday,Male,31,10th,Public transport I,abadula,3-87980 A M,2011,digotsion,2011,Failure to yield the right of way for other vehicle,Death,23,Student,1,0,1
1287,Unnamed: 1287,11,2/08:30,Thursday,Male,39,10th,Truck II,Public FSR,3-50458 A A,2011,nefasam,2011,Carelessness,Simple injury,27,Farmer,1,1,0
1288,Unnamed: 1288,11,5/14:00,Sunday,Male,34,10th,Public transport I,Public isuzu,3-40821 A M,2011,gudalema,2011,Speed,Serious injury,24,Student,1,1,0
1289,Unnamed: 1289,11,9/16:00,Thursday,Male,37,10th,Truck I,Bajaj,3-13407 E T,2011,lumame,2011,Speed,Simple injury,12,Student,1,1,0
1290,Unnamed: 1290,11,12/19:30,Sunday,Male,28,10th,Public transport I,Public isuzu,3-01096 A M,2011,libanos,2011,Drunk driver,Death,37,Farmer,1,0,1
1291,Unnamed: 1291,11,13/20:20,Monday,Male,25,10th,Public transport I,public isuzu,3-20334 A M,2011,d/elias,2011,Reckless driving,Serious injury,27,Daily worker,1,0,1
1292,Unnamed: 1292,11,14/11:00,Tuesday,Male,27,10th,Public transport I,Toyota,3-13300 E T,2011,yewula,2011,Incoorect U-turn,Death,54,Engineer,1,1,0
